C18685	Landomycin E
C05231	L-3-Aminobutyryl-CoA
C12425	epsilon-Rhodomycinone
C16622	N,N'-Diacetylhydrazine
C06316	Dehydro-D-arabinono-1,4-lactone
C21865	5-Chloro-L-tryptophan
C20493	Cyanidin 5-O-beta-D-glucoside 3-O-beta-D-sambubioside
C11992	L-Oleandrosyl-oleandolide
C18228	ent-Pimara-8(14),15-diene
C21008	7,8-Dihydromonapterin
C11431	Phenanthrene-1,2-oxide
C00100	Propanoyl-CoA
C17756	2-Descarboxy-cyclo-dopa
C18276	Benzo[a]pyrene-cis-9,10-dihydrodiol
C21326	(R)-2-Aza-beta-tyrosine
C20550	Lolitrem E
C12249	Kaempferol 3-O-glucoside
C00254	Prephenate
C12835	2,5-Dichloro-4-oxohex-2-enedioate
C18004	5''-Phosphoribostamycin
C01228	Guanosine 3',5'-bis(diphosphate)
C09332	THF-L-glutamate
C18033	dTDP-4-amino-2,3,4,6-tetradeoxy-D-glucose
C15777	Episterol
C12458	3-Dimethylallyl-4-hydroxybenzoate
C00517	Hexadecanal
C11919	dTDP-L-megosamine
C19908	(+)-beta-Chamigrene
C20670	2-Amino-5-chloromuconate 6-semialdehyde
C01513	Lupinate
C08412	Glucoiberverin
C20842	2-Hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA
C16327	OPC8-CoA
C12834	2,5-Dichloro-carboxymethylenebut-2-en-4-olide
C11900	Baccatin III
C11999	Pikromycin
C08353	beta-D-Ribopyranose
C16366	5-Acetylamino-6-amino-3-methyluracil
C01035	4-Guanidinobutanoate
C17513	trans-Crocetin (beta-D-glucosyl) (beta-D-gentibiosyl) ester
C16223	(-)-Medicocarpin
C02744	Psychosine sulfate
C20198	Adenosine 5'-pentaphosphate
C18135	Dihydroshikonofuran
C03027	Testosterone acetate
C21802	(+)-Didemethylpinoresinol
C02022	D-Erythrulose
C20438	Fumigaclavine C
C00378	Thiamine
C04022	S,S-Dimethyl-beta-propiothetin
C06638	1-Chloro-2,2-bis(4'-chlorophenyl)ethane
C19585	Aflatoxin Q1
C01821	Isoorientin
C01236	D-Glucono-1,5-lactone 6-phosphate
C04415	4-O-beta-D-Glucosyl-4-hydroxycinnamate
C03063	2-Oxohept-3-enedioate
C20595	20,21-Diprenylterpendole C
C06528	Cinchonine
C01739	Nocardicin E
C02894	Watasenia luciferin
C05604	2-Carboxy-2,3-dihydro-5,6-dihydroxyindole
C04806	17alpha-(N-Acetyl-D-glucosaminyl)-estradiol 3-D-glucuronoside
C00800	L-Gulonate
C03273	5-Oxopentanoate
C18026	(2S)-Ethylmalonyl-CoA
C06669	(5R)-Carbapen-2-em-3-carboxylate
C16401	2,4,6-Trihydroxytoluene
C18872	Trimethylselenonium
C04718	1,6,6-Trimethyl-2,7-dioxabicyclo[3.2.2]nonan-3-one
C16167	(9Z,12Z,15Z,18Z,21Z)-Tetracosapentaenoyl-CoA
C20641	L-Threonylcarbamoyladenylate
C04807	6-Hydroxymethyl-7,8-dihydropterin diphosphate
C06186	Arbutin
C21068	[5-(Aminomethyl)furan-3-yl]methyl phosphate
C00212	Adenosine
C01772	trans-2-Hydroxycinnamate
C03557	2-Aminoethylphosphonate
C21750	5-Fluorodeoxyuridine diphosphate
C00423	trans-Cinnamate
C07101	2,4,5-Trichlorophenol
C06241	N-Acetylneuraminate 9-phosphate
C05662	Homoisocitrate
C16028	Amorpha-4,11-diene
C04171	(2S,3S)-2,3-Dihydro-2,3-dihydroxybenzoate
C20534	12-Demethyl-11,12-dehydropaspaline
C00136	Butanoyl-CoA
C18244	2,4-Dichloro-3-oxoadipate
C16634	5-Fluorouridine monophosphate
C02771	1,2-Dihydrosantonin
C20762	3-O-Phospho-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)]n-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-Man-(1->3)-alpha-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol
C16337	3-Hydroxy-OPC4-CoA
C21874	Aurachin B epoxide
C14855	4,5-Dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene
C15533	4-Fluoro-L-threonine
C00227	Acetyl phosphate
C00487	Carnitine
C01737	Neomycin B
C18133	Deoxyshikonin
C20249	(Z)-3-Peroxyaminoacrylate
C19868	Bis(beta-D-glucosyl) crocetin
C15562	Benzylamine
C19748	(E)-gamma-Bisabolene
C00439	N-Formimino-L-glutamate
C18153	3-Hydroxyethylbacteriochlorophyllide a
C21142	3,4-Dihydroxy-2-methy-4-[(2E,6E)-farnesyl]-3,4-dihydroquinoline 1-oxide
C01187	3-Deoxy-D-manno-octulosonate
C12636	Kaempferol 3-O-[6-(4-coumaroyl)-beta-D-glucosyl-(1->2)-beta-D-glucosyl-(1->2)-beta-D-glucoside]
C15532	N-Acetyl-L-citrulline
C19844	(1S,3R)-3-(2,2-Dichloroethenyl)-2,2-dimethylcyclopropanecarboxylate
C04218	alpha,alpha'-Trehalose 6-mycolate
C01088	(R)-3,3-Dimethylmalate
C21513	Turicine
C00180	Benzoate
C05366	(+)-Pinoresinol
C20920	Tabtoxinine-delta-lactam
C02115	2-Methylserine
C06664	Thienamycin
C01841	Pentalenene
C06672	Vanillate
C05641	5-(3'-Carboxy-3'-oxopropenyl)-4,6-dihydroxypicolinate
C19674	D-Arabinitol 1-phosphate
C18256	cis-3,4-Phenanthrenedihydrodiol-4-carboxylate
C20801	3-Hydroxy-5-methyl-L-tyrosine
C00190	UDP-D-xylose
C11061	all-trans-Retinoyl-beta-glucuronide
C10205	Coumestrol
C11631	9-Riburonosylhypoxanthine
C04486	5-(4-Hydroxybut-1-ynyl)-2,2'-bithiophene
C01421	Daphnin
C16282	Caloxanthin
C03044	(R,R)-Butane-2,3-diol
C15798	6-Deoxocathasterone
C21635	(4aR,10bS)-Normaritidine
C05376	Biochanin A-beta-D-glucoside
C06748	Isopropylamine
C05673	CMP-2-aminoethylphosphonate
C01050	UDP-N-acetylmuramate
C04205	N-(3,4-Dichlorophenyl)-malonamate
C20424	2,4-Diacetamido-2,4,6-trideoxy-D-mannopyranose
C12837	3-Chloro-cis-1,2-dihydroxycyclohexa-3,5-diene
C01259	(3S)-3-Hydroxy-N6,N6,N6-trimethyl-L-lysine
C21140	Aurachin B
C20231	(Z)-3-Ureidoacrylate peracid
C05912	(3Z)-Phycoerythrobilin
C12321	dTDP-L-epivancosamine
C18847	Mycinamicin V
C20900	5-(Dihydroxymethyl)furan-2-carbaldehyde
C20903	3,6-Anhydro-L-galactonate
C02953	7,8-Dihydrobiopterin
C01904	D-Arabitol
C06749	6-Hydroxycyclohex-1-ene-1-carbonyl-CoA
C00872	Aminomalonate
C15537	Taxuyunnanin C
C00543	Dimethylamine
C03920	2-(Methylthio)ethanesulfonate
C06736	(E)-11-Tetradecenoyl-CoA
C06336	3-Sulfocatechol
C21775	1-(4-Methoxyphenyl)-N-methyl-N-[(3-methyloxetan-3-yl)methyl]methanamine
C04044	3-(2,3-Dihydroxyphenyl)propanoate
C20957	L-Alanyl-D-glutamate
C05933	N(omega)-Hydroxyarginine
C19744	(+)-Epicubenol
C16156	Undecaprenyl phosphate alpha-L-Ara4FN
C16157	Undecaprenyl phosphate alpha-L-Ara4N
C02637	3-Dehydroshikimate
C14085	2-Hydroxy-8-methylchromene-2-carboxylate
C21664	(Glutathione-S-yl)(1H-indol-3-yl)acetonitrile
C01267	3-(Imidazol-4-yl)-2-oxopropyl phosphate
C02483	gamma-Tocopherol
C01548	Acetylene
C17744	1-(4-Hydroxyphenyl)-1-decene-3,5-dione
C05439	5alpha-Cholesta-7,24-dien-3beta-ol
C01010	Urea-1-carboxylate
C06735	Aminoacetaldehyde
C02283	Glycyrrhetinate
C21406	(4aR,10bS)-Noroxomaritidine
C02634	3-Chloro-D-alanine
C00696	Prostaglandin D2
C15967	Phoenicoxanthin
C02029	Dihydrozeatin
C07211	m-Methylbenzoate
C00808	(+)-Camphor
C14177	Lombricine
C21206	1,7-Diphospho-1-epi-valienol
C19831	(1R,6S)-6-Amino-5-oxocyclohex-2-ene-1-carboxylate
C03150	Nicotinamide-beta-riboside
C06742	2'-Hydroxybiphenyl-2-sulfinate
C15986	2,6-Dihydroxypseudooxynicotine
C00783	Tropinone
C06734	14'-apo-beta-Carotenal
C14151	delta-Tocopherol
C20485	(4S)-4-Hydroxy-2-oxoglutarate
C06542	Ajmaline
C15783	5-Dehydroavenasterol
C19742	(+)-delta-Selinene
C12369	Tetracenomycin B3
C20234	5-Guanidino-3-methyl-2-oxopentanoate
C21085	3-[(1E,4R)-4-Hydroxycyclohex-2-en-1-ylidene]-2-oxopropanoate
C11523	24-Ethylidenelophenol
C20985	2-Sulfotrehalose
C17741	Feruloyl-diketide-CoA
C21971	5-Amino-5-(4-hydroxybenzyl)-6-(D-ribitylimino)-5,6-dihydrouracil
C16498	2,22-Dideoxy-3-dehydroecdysone
C21712	2-Chloro-N-(2,6-diethylphenyl)acetamide
C01682	Nopaline
C16173	(4Z,7Z,10Z,13Z,16Z)-Docosapentaenoyl-CoA
C01220	1D-myo-Inositol 1,4-bisphosphate
C16325	10-OPDA
C19743	(-)-Drimenol
C01218	6-Phospho-2-dehydro-D-gluconate
C15966	3-Hydroxyechinenone
C16145	4,4'-Diaponeurosporene
C07490	Trichloroethanol
C04582	S-Methyl-5-thio-D-ribulose 1-phosphate
C11143	Dimethyl sulfoxide
C16480	4-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate
C03761	3-Hydroxy-3-methylglutarate
C09839	Car-3-ene
C21079	5'-Dehydrouridine
C16884	D-Threitol
C15527	Precorrin 1
C06565	Deacetoxycephalosporin C
C08585	Capsorubin
C06606	Paraoxon
C06507	Adenosyl cobyrinate hexaamide
C00166	Phenylpyruvate
C15547	1,4-Dihydroxy-2-naphthoyl-CoA
C22085	Urea-1,3-dicarboxylate
C11403	(3S,6R)-6-Isopropenyl-3-methyl-2-oxo-oxepanone
C05306	Chlorophyll a
C06173	Thebaine
C21590	4'-O-Desmethyl-3-O-acetylpapaveroxine
C02726	Phosphoagmatine
C20830	6-Deoxy-6-sulfo-D-fructose
C03539	S-Ribosyl-L-homocysteine
C05445	3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al
C16408	2',3,4,4',6'-Peptahydroxychalcone 4'-O-glucoside
C06044	4-Hydroxyphenylethanol
C01594	Linamarin
C19559	(1aalpha,2beta,3alpha,11calpha)-1a,2,3,11c-Tetrahydro-6,11-dimethylbenzo[6,7]phenanthro[3,4-b]oxirene-2,3-diol
C04185	5,6-Dihydroxyindole-2-carboxylate
C12624	2-Hydroxy-6-ketononatrienedioate
C16584	p-Hydroxyfelbamate
C22084	1-Carboxybiuret
C21266	3''-Amino-3''-deoxygentamicin A2
C21600	Narcotoline hemiacetal
C15861	1'-Hydroxy-gamma-carotene glucoside
C16297	Pelargonidin 3-O-(6-caffeoyl-beta-D-glucoside)
C20711	Miltiradiene
C06096	Gibberellin A29
C20759	Desulfo-A47934
C19929	N(alpha)-Acetyl-L-2,4-diaminobutyrate
C20831	6-Deoxy-6-sulfo-D-fructose 1-phosphate
C03838	5'-Phosphoribosylglycinamide
C15667	5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole
C21252	6'-Oxokanamycin C
C00424	(S)-Lactaldehyde
C20407	Pentalenolactone
C16482	2-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate
C16517	Indolylmethyl-desulfoglucosinolate
C19155	(2S)-Lactyl-2-diphospho-5'-guanosine
C02632	2-Methylpropanoate
C17530	Methyl acetate
C03064	3-Dehydro-L-threonate
C18295	Pretetramid
C02693	(Indol-3-yl)acetamide
C21412	(10aS)-10,10a-Dihydrophenazine-1-carboxylate
C20630	Fumitremorgin B
C19883	alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-[4-P-L-Ara4N]-lipid IVA
C20576	Kunzeaol
C18356	(S)-Hemiketal
C03207	16-Dehydroprogesterone
C02724	N-Methylpyridinium
C20371	Ecgonone methyl ester
C21610	3-Dehydro-4-phospho-D-erythronate
C01432	Lactate
C19154	7,8-Didemethyl-8-hydroxy-5-deazariboflavin
C21157	KDO2-lipid A 1-diphosphate
C05923	2,5-Diaminopyrimidine nucleoside triphosphate
C19754	cis-Muurola-4(14),5-diene
C16315	Tulipanin
C19152	Coenzyme F420-1
C12044	Rifamycin
C11926	dTDP-4-oxo-6-deoxy-D-allose
C06066	4,5-Dihydro-5,5-dimethyl-4-(3-oxobutyl)furan-2(3H)-one
C05689	Se-Methyl-L-selenocysteine
C05138	17alpha-Hydroxypregnenolone
C07649	5-FU
C20958	L-Alanyl-L-glutamate
C20447	2-Oxoglutaryl-CoA
C21896	2,4-Diacetylphloroglucinol
C14086	2-Hydroxy-3-methylbenzalpyruvate
C00315	Spermidine
C20834	Cyclooctat-9-en-7-ol
C11243	Bacteriochlorophyll b
C19153	Coenzyme F420-0
C16328	trans-2-Enoyl-OPC8-CoA
C00712	(9Z)-Octadecenoic acid
C04537	N,N'-Diacetylchitobiosyldiphosphodolichol
C21313	3,6-Dimethylsalicylyl-CoA
C04767	O-(1->4)-alpha-L-Dihydrostreptosyl-streptidine 6-phosphate
C20519	Cyclo(L-leucyl-L-phenylalanyl)
C05139	16alpha-Hydroxydehydroepiandrosterone
C21472	3-Oxochola-4,6-dien-24-oyl-CoA
C04650	L-Phosphinothricin
C04196	Heparosan-N-sulfate D-glucuronate
C00826	L-Arogenate
C20835	alpha-L-Fucopyranose
C18265	1-Hydroxypyrene-6,7-oxide
C07113	Acetophenone
C18023	Sophoraflavanone B
C03030	Uracil 5-carboxylate
C06611	trans-3-Chloro-2-propene-1-ol
C16431	trans-Zeatin riboside
C16481	6-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate
C19816	Elisabethatriene
C04073	Heparosan-N-sulfate L-iduronate
C03156	O-Feruloylgalactarate
C20980	3-Methoxy-5-methyl-1-naphthoate
C02727	N6-Acetyl-L-lysine
C20135	20-O-Methyl-19-chloroproansamitocin
C20555	Aflatrem
C00525	D-Tryptophan
C05194	Dihydrochelirubine
C20836	beta-L-Fucopyranose
C02375	4-Chlorocatechol
C14854	9-Hydroxybenzo[a]pyrene-4,5-oxide
C02231	3-Nitroacrylate
C19151	Coenzyme F420-3
C04089	UDP-4-dehydro-6-deoxy-D-glucose
C02357	2-Chlorobenzoate
C21785	N5-Phospho-L-glutamine
C02720	Hydroxylaminobenzene
C08537	Amaranthin
C01596	Maleamate
C07160	[(1R)-2,2,3-Trimethyl-5-oxocyclopent-3-enyl]acetyl-CoA
C04070	Gibberellin 2-O-beta-D-glucoside
C21435	Geranylgeranyl bacteriochlorophyllide b
C08057	Cycloserine
C00354	D-Fructose 1,6-bisphosphate
C05593	3-Hydroxyphenylacetate
C04480	3-Carboxy-2-hydroxymuconate semialdehyde
C03319	dTDP-L-rhamnose
C18318	cis,cis-2,4-Dihydroxy-5-methyl-6-oxo-2,4-hexadienoate
C19737	(+)-endo-beta-Bergamotene
C01829	Thyroxine
C21911	7beta-Hydroxy-3-oxochol-24-oyl-CoA
C14602	3-Hydroxyaminophenol
C19589	Aflatoxin B1 dialdehyde
C16702	4'-O-Methylnorbelladine
C20480	Valerena-4,7(11)-diene
C11527	4-Hydroxymandelate
C00593	Sulfoacetaldehyde
C20838	3-[(3aS,4S,7aS)-7a-Methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl-CoA
C06563	Genistein
C21290	2-Methylpropane-1,2-diol
C00296	Quinate
C01959	Taurocyamine
C04359	1-Deoxy-D-altro-heptulose 7-phosphate
C21805	8-Amino-8-demethylriboflavin 5'-phosphate
C17691	2-epi-5-epi-Valiolone
C16484	1-Fluorocyclohexadiene-cis,cis-1,2-diol
C00684	2-Dehydro-3-deoxy-L-arabinonate
C01189	Lathosterol
C04145	all-trans-Nonaprenyl diphosphate
C16831	L-2-Methyltryptophan
C01093	Cellobiono-1,5-lactone
C03291	L-Xylulose 5-phosphate
C02722	N-Methylhexanamide
C19876	alpha-Kdo-(2->8)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IVA
C15884	2-Ketospirilloxanthin
C21866	6-Chloro-L-tryptophan
C21485	Cytidylyl molybdenum cofactor
C02074	Raucaffricine
C20839	(25R)-3-Oxocholest-4-en-26-oate
C00207	Acetone
C17569	Ubiquinone-8
C20594	20,21-Diprenylterpendole J
C19730	Crocetin dialdehyde
C06455	Hydroxymethylphosphonate
C03112	Deacetylcephalosporin C
C02763	2-Hydroxy-3-phenylpropenoate
C05797	Pheophytin a
C20566	7,8-Dihydroneopterin 2'-phosphate
C21893	3-[(Z)-2-Isocyanoethenyl]-1H-indole
C19881	GDP-D-glycero-alpha-D-manno-heptose
C11904	Dihydromethanophenazine
C15523	2,6-Dihydroxynicotinate
C06657	Guanidinoproclavaminic acid
C21414	Naphthalene-1,2,4,8-tetrol
C01114	L-Arabinono-1,4-lactone
C21170	N1,N8-Bis(sinapoyl)spermidine
C01969	Xanthommatin
C06609	trans-1,3-Dichloropropene
C04690	2-(Hydroxymethyl)-3-(acetamidomethylene)succinate
C05191	Dihydrosanguinarine
C20645	Methyl benzoate
C03861	Dibenzo[1,4]dioxin-2,3-dione
C01127	4-Hydroxy-2-oxoglutarate
C14813	11H-14,15-EETA
C06031	D-threo-3-Methylmalate
C02515	3-Iodo-L-tyrosine
C05653	Formylanthranilate
C15987	4-Methylaminobutyrate
C00473	Retinol
C02934	3-Dehydrosphinganine
C20954	(5-Formylfuran-3-yl)methyl phosphate
C11681	19-epi-Cathenamine
C01134	Pantetheine 4'-phosphate
C19690	Glutathione amide disulfide
C03894	Propane-1,2-diol 1-phosphate
C19084	(4S)-7-Hydroxy-4-isopropenyl-7-methyl-2-oxo-oxepanone
C01126	(2E,6E)-Farnesol
C10502	(-)-Maackiain
C06217	Cellohexaose
C18711	Mithramycin DK
C09794	Oleuropein
C16651	3-Hydroxyvalproic acid
C04405	(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA
C06348	(R,S)-Coclaurine
C16189	9-Demethylmunduserone
C06459	N-Trimethyl-2-aminoethylphosphonate
C06328	6-Chlorobenzene-1,2,4-triol
C20644	2-Amino-4,5-dihydroxy-6-oxo-7-(phosphooxy)heptanoate
C17231	3-(7'-Methylthio)heptylmalic acid
C19688	2-Imino-3-(7-chloroindol-3-yl)propanoate
C00024	Acetyl-CoA
C11864	Gibberellin A4
C16165	(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoyl-CoA
C02378	6-Aminohexanoate
C16216	3-Oxostearoyl-CoA
C01245	D-myo-Inositol 1,4,5-trisphosphate
C18684	Landomycin D
C04555	Dehydroepiandrosterone sulfate
C00835	Sepiapterin
C11878	(-)-Abietadiene
C04146	all-trans-Octaprenyl diphosphate
C06309	Diplopterol
C21471	7alpha-Hydroxy-3-oxochol-4-en-24-oyl-CoA
C03115	Farnesyl triphosphate
C05936	N4-Acetylaminobutanal
C05663	6-Hydroxykynurenate
C20325	(11R)-Dihydroartemisinic aldehyde
C18136	2''-Adenylylgentamicin A
C14115	2-Naphtylmethylsuccinic acid
C01230	all-trans-Hexaprenyl diphosphate
C00506	L-Cysteate
C13431	9'-cis-Neoxanthin
C04468	(+)-cis-3,4-Dihydrophenanthrene-3,4-diol
C00719	Betaine
C01124	18-Hydroxycorticosterone
C20272	alpha-Muurolene
C11862	Gibberellin A36
C01618	Testolate
C11353	2-Hydroxy-3-chloropenta-2,4-dienoate
C21262	6'''-Deamino-6'''-hydroxyparomomycin II
C11416	(1S,2R,4S)-Neo-dihydrocarveol
C18152	3-Vinylbacteriochlorophyllide a
C11974	Avermectin A2a monosaccharide
C03154	N6'-Acetylkanamycin-B
C04608	Apigenin 7-O-beta-D-glucoside
C05994	2-Propylmalate
C14769	8,9-EET
C05795	D-Urobilin
C16483	4-Fluorocyclohexadiene-cis,cis-1,2-diol
C20333	N2-Citryl-N6-acetyl-N6-hydroxy-L-lysine
C21283	3-Indoleacrylate
C15935	(2'S)-Deoxymyxol 2'-(2,4-di-O-methyl-alpha-L-fucoside)
C07118	Benzoylacetyl-CoA
C20992	Juvenile hormone I acid
C07303	4-Hydroxy-3-methoxyphenyl-beta-hydroxypropanoyl-CoA
C16214	3-[6-(Carboxymethylene)cyclohexa-2,4-dien-1-ylidene]-2-oxopropanate
C00627	Pyridoxine phosphate
C01403	Anisole
C17438	di-trans,poly-cis-Nonaprenyl diphosphate
C06310	Diploptene
C12641	4'''-Demalonylsalvianin
C03739	trans-1,2-Cyclohexanediol
C01557	Bergapten
C05585	Gentisate aldehyde
C00978	N-Acetylserotonin
C16244	Cobalt-precorrin 7
C19826	1,5-Anhydro-4-deoxy-D-glycero-hex-1-en-3-ulose
C08733	Ammeline
C06673	4-Carboxy-4'-sulfoazobenzene
C04050	4-Hydroxyaminoquinoline N-oxide
C17698	Salbostatin
C01092	8-Amino-7-oxononanoate
C18275	Benzo[a]pyrene-cis-7,8-dihydrodiol
C03194	(R)-1-Aminopropan-2-ol
C15767	4-(L-gamma-Glutamylamino)butanoate
C19698	3,4-Bis(7-chloroindol-3-yl)pyrrole-2,5-dicarboxylate
C21405	(4aS,10bR)-Noroxomaritidine
C04287	3D-3,5/4-Trihydroxycyclohexane-1,2-dione
C03231	3-Methylglutaconyl-CoA
C01451	Salicin
C02351	o-Benzoquinone
C02400	Demethylmacrocin
C07446	Isonicotinic acid
C02721	N-Methyl-L-alanine
C19719	D-Alanyl-D-serine
C03683	6-Demethylsterigmatocystin
C00794	D-Sorbitol
C03239	6-Amino-2-oxohexanoate
C14101	2-Naphthoic acid
C12633	Laricitrin
C11636	7-Deoxyloganate
C20532	20,21-Diprenylterpendole I
C01907	Daunorubicin
C04644	3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA
C15502	3-Epihydroxy-2'-deoxymugineic acid
C00559	Deoxyadenosine
C01279	4-Amino-5-hydroxymethyl-2-methylpyrimidine
C15781	24-Methylenecholesterol
C20678	26-Deglucoprotodioscin
C02802	4-Fluorobenzoyl-CoA
C05699	L-Selenocystathionine
C01617	Taxifolin
C03741	(S)-4-Amino-5-oxopentanoate
C20324	[(1S)-4-Hydroxy-2,2,3-trimethylcyclopent-3-enyl]acetate
C20322	(+)-6-exo-Hydroxycamphor
C03664	2,4-Dichlorophenoxyacetate
C06432	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanine
C02199	UDP-L-rhamnose
C11514	(E)-3-(Methoxycarbonyl)pent-2-enedioate
C18261	1-Hydroxy-6-methoxypyrene
C06027	L-erythro-3-Methylmalyl-CoA
C18277	4,5-Chrysenedicarboxylate
C05957	Prostaglandin J2
C08589	Crocin
C08576	Aureusidin
C00786	(-)-Vestitone
C20713	Ginsenoside Rb1
C12397	Tetrangulol
C05155	5-Amino-4-chloro-2-(5-hydroxymuconoyl)-3(2H)-pyridazinone
C03579	Gibberellin A8
C17226	2-(6'-Methylthio)hexylmalic acid
C01616	Tauropine
C17952	N-Acetylphosphinothricin
C07345	Betaine aldehyde hydrate
C04053	5-Dehydro-4-deoxy-D-glucuronate
C00300	Creatine
C00120	Biotin
C04333	Bis-D-fructose 2',1:2,1'-dianhydride
C02405	Formyl phosphate
C14851	Benzo[a]pyrene-4,5-oxide
C21268	6'-Oxo-G418
C01367	3'-AMP
C00406	Feruloyl-CoA
C14845	4-Bromophenol-2,3-epoxide
C14154	beta-Tocotrienol
C02504	alpha-Isopropylmalate
C21559	N-[(2S)-2-Amino-2-carboxyethyl]-L-glutamate
C12645	Pelargonidin 3-O-rutinoside 5-O-beta-D-glucoside
C04071	Guanidinoethyl methyl phosphate
C16418	Pinobanksin 3-O-acetate
C16826	2-cis,6-trans-Farnesyl diphosphate
C20248	7-Carboxy-7-carbaguanine
C01996	Acetylcholine
C20568	beta-L-Arabinofuranosyl-(1->2)-beta-L-arabinofuranose
C05161	(2R,5S)-2,5-Diaminohexanoate
C18255	trans-4,5-Dihydroxy-4,5-dihydropyrene
C19975	2-Oxepin-2(3H)-ylideneacetyl-CoA
C00072	Ascorbate
C01912	Erythromycin
C16443	trans-Zeatin-7-beta-D-glucoside
C10025	Baicalin
C00459	dTTP
C19604	7,12-Dimethylbenz[a]anthracene 5,6-oxide
C05582	Homovanillate
C10175	Quercetin 3-(2G-xylosylrutinoside)
C14821	9(S)-HPETE
C17222	2-(5'-Methylthio)pentylmalic acid
C08557	Miraxanthin-V
C01110	5-Amino-2-oxopentanoic acid
C06725	5,6-Dihydroxy-3-methyl-2-oxo-1,2-dihydroquinoline
C15887	3',4'-Dihydrorhodovibrin
C02630	2-Hydroxyglutarate
C17377	N-Acetylthienamycin
C06175	Oripavine
C20628	2,3-Bis-(O-phytanyl)-sn-glycero-1-phospho-L-serine
C20222	(6E)-8-Hydroxygeranial
C11972	Avermectin A2a aglycone
C16556	Aldoifosfamide
C20695	all-trans-10'-Apo-beta-carotenal
C21895	2-Acetylphloroglucinol
C16149	(3Z)-4-(2-Carboxyphenyl)-2-oxobut-3-enoate
C14863	2-(S-Glutathionyl)acetyl glutathione
C20369	trans,octacis-Decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose
C20720	Desvancosaminyl-vancomycin
C18320	4-Amino-2-nitrotoluene
C09871	Nerol
C11995	Neomethymycin
C02714	N-Acetylputrescine
C20790	7-Deoxyloganetin
C19794	CDP-1L-myo-inositol
C11351	N1-Amidinostreptamine 6-phosphate
C21619	(2-Hydroxy-1H-indol-3-yl)acetate
C03582	Resveratrol
C19602	4-(Methylnitrosamino)-1-(1-oxido-3-pyridinyl)-1-butanone
C03483	Adenosine tetraphosphate
C18630	Nogalaviketone
C10020	Apigenin 7-(6''-malonylglucoside)
C12092	N-Methylanthraniloyl-CoA
C16557	Carboxyifosfamide
C10434	5-O-Caffeoylshikimic acid
C18155	Bacteriochlorophyllide a
C06428	(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid
C05455	7alpha-Hydroxycholest-4-en-3-one
C02895	Xylitol 5-phosphate
C09870	(-)-Menthyl acetate
C20498	4-Acetamido-4,6-dideoxy-alpha-D-galactosyl-(1->4)-N-acetyl-beta-D-mannosaminuronosyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol
C06124	Sphingosine 1-phosphate
C06727	cis-1,2-Dihydro-3-ethylcatechol
C20997	(14Z)-Hexadec-14-enoyl-CoA
C00805	Salicylate
C16523	3'-N-Debenzoyl-2'-deoxytaxol
C18902	Methylselenic acid
C03750	2,6-Dioxo-6-phenylhexanoate
C20382	Imidazol-2-one
C00540	Cinnamoyl-CoA
C17745	1-(3,4-Dihydroxyphenyl)-1-decene-3,5-dione
C20397	Pentalenolactone F
C00918	Chloramphenicol
C12367	Tetracenomycin F1
C21270	Gentamicin C2a
C20926	gamma-Glutamyltyramine
C04300	Estradiol-17alpha 3-D-glucuronoside
C21070	(4-{4-[2-(gamma-L-Glutamylamino)ethyl]phenoxymethyl}furan-2-yl)methanamine
C09873	(E)-beta-Ocimene
C01527	Scopolin
C00189	Ethanolamine
C21779	Baeocystin
C15985	17-O-Acetylajmaline
C20719	Vancomycin aglycone
C21669	12-Hydroxyjasmonate
C06377	D-Galactosamine 6-phosphate
C20613	GDP-beta-L-colitose
C21837	3-Geranyl-3-[(Z)-2-isocyanoethenyl]-1H-indole
C20443	5-Hydroxymethylfurfuryl alcohol
C20489	Pelargonidin 3-O-beta-D-sambubioside
C00450	(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate
C02048	Laminaribiose
C11967	Avermectin B1b
C21956	1,6-Didemethyltoxoflavin
